Record_ID,Customer_ID_record,Canonical_Customer_ID,Customer_Name,Email,Phone,City,Address,Product_ID,Product_Name,Category,Seller_Name,Quantity,Price_per_item,Discount(%),Shipping_Charges,Final_Price,Payment_Method,Delivery_Status,Order_Date,Customer_Rating,Coupon_Code,Device_Used
R0317,CR5080,C1059,S. Iyer,siyer@shop.in,9.19039E+11,Pune,"Flat 454, Block A, Pune",P1480,Cookbook,Electronics,MegaMart,1,4911.61,14.53,91,4288.95,Net Banking,Pending,12-02-2025,3,FREESHIP,Laptop
R0318,CR8342,C1000,Kumar M.,kumarm@gmail.com,9.16096E+11,Pune,"Flat 245, Block C, Pune",P2885,Shirt,Books,EcomStore,1,6665.53,14.81,83,5761.37,Debit Card,Cancelled,22-04-2025,,NEWUSER10,Tablet
R0319,CR1731,C1031,Ravindra K.,ravindrak@gmail.com,9.17116E+11,Kolkata,"Flat 301, Block D, Kolkata",P3345,Face Cream,Beauty,DealHub,3,7535.68,15.53,111,19207.17,COD,Delivered,26-07-2025,2,NEWUSER10,Mobile
R0320,CR8313,C1061,Deepa Iyer,deepaiyer@shop.in,9.19179E+11,Delhi,"Flat 194, Block E, Delhi",P3415,Shirt,Groceries,DealHub,1,862.57,6.35,138,945.8,Debit Card,Delivered,03-08-2025,5,FESTIVE20,Tablet
R0321,CR3186,C1066,Kumar Mehta,kumarmehta@gmail.com,9.1724E+11,Bangalore,"Flat 490, Block A, Bangalore",P1306,Wireless Headphones,Home Decor,EcomStore,4,860.99,12.74,79,3084.2,Credit Card,Cancelled,15-07-2025,3,,Laptop
R0322,CR1901,C1032,Sanjay I.,sanjayi@gmail.com,9.17182E+11,Hyderabad,"Flat 375, Block C, Hyderabad",P1080,Shirt,Books,ShopKart,2,12979.67,24.31,141,19789.62,Net Banking,Delivered,13-07-2025,4,,Tablet
R0323,CR1207,C1065,Sanjay Iyer,sanjayiyer@gmail.com,9.16236E+11,Lucknow,"Flat 236, Block E, Lucknow",P1157,Shirt,Groceries,MegaMart,3,10019.83,13.64,146,26105.38,Debit Card,Cancelled,06-08-2025,3,FESTIVE20,Tablet
R0324,CR8630,C1053,Amit Sharma,amitsharma@shop.in,9.16705E+11,Bangalore,"Flat 154, Block E, Bangalore",P1733,Wireless Headphones,Home Decor,MegaMart,3,13606.57,17.91,124,33632.9,Credit Card,Delivered,21-09-2025,1,FESTIVE20,Mobile
R0325,CR8255,C1030,S. Patel,spatel@gmail.com,9.19285E+11,Mumbai,"Flat 425, Block B, Mumbai",P3529,Wireless Headphones,Books,DealHub,3,13644.88,7.61,105,37924.51,UPI,Delivered,26-01-2025,1,FREESHIP,Mobile
R0326,CR9664,C1062,R. Kumar,rkumar@gmail.com,9.17759E+11,Chennai,"Flat 234, Block B, Chennai",P3838,Wireless Headphones,Beauty,MegaMart,1,6925.45,23.63,100,5388.97,Net Banking,Delivered,07-08-2025,,FREESHIP,Laptop
R0327,CR5181,C1038,S. Iyer,siyer@ecom.in,9.18676E+11,Delhi,"Flat 62, Block E, Delhi",P2838,Wireless Headphones,Electronics,DealHub,4,2252.06,8.18,24,8295.37,Credit Card,Cancelled,19-01-2025,,,Mobile
R0328,CR6745,C1035,Sneha Patel,snehapatel@mail.in,9.17643E+11,Kolkata,"Flat 354, Block C, Kolkata",P2825,Face Cream,Clothing,MegaMart,1,5101.88,12.06,97,4583.59,Net Banking,Cancelled,23-09-2025,3,NEWUSER10,Mobile
R0329,CR6113,C1065,Amith S.,amiths@mail.in,9.16408E+11,Lucknow,"Flat 477, Block C, Lucknow",P2843,Yoga Mat,Home Decor,DealHub,2,1879.24,11.19,75,3412.91,Credit Card,Cancelled,07-04-2025,2,FREESHIP,Mobile
R0330,CR7629,C1004,Kumar M.,kumarm@shop.in,9.16284E+11,Pune,"Flat 409, Block B, Pune",P1596,Wireless Headphones,Electronics,DealHub,1,5204.47,7.7,122,4925.73,Debit Card,Delivered,19-04-2025,2,NEWUSER10,Laptop
R0331,CR3218,C1015,S. Patel,spatel@mail.in,9.18059E+11,Delhi,"Flat 389, Block B, Delhi",P1453,Wireless Headphones,Books,EcomStore,3,3933.34,18.36,131,9764.54,UPI,Cancelled,03-04-2025,2,FESTIVE20,Laptop
R0332,CR2291,C1032,R. Kumar,rkumar@gmail.com,9.17023E+11,Mumbai,"Flat 282, Block C, Mumbai",P1822,Shirt,Electronics,MegaMart,1,3692.92,23.26,84,2917.95,Credit Card,Cancelled,25-07-2025,3,FREESHIP,Mobile
R0333,CR8991,C1079,Amit Sharma,amitsharma@gmail.com,9.19926E+11,Lucknow,"Flat 216, Block E, Lucknow",P2948,Wireless Headphones,Groceries,EcomStore,3,13977.29,7.77,89,38762.76,Credit Card,Delivered,02-09-2025,2,,Tablet
R0334,CR6565,C1003,S. Patel,spatel@gmail.com,9.17974E+11,Bangalore,"Flat 271, Block A, Bangalore",P1738,Face Cream,Clothing,EcomStore,3,11469.59,15.58,87,29134.88,COD,Cancelled,21-09-2025,3,FESTIVE20,Mobile
R0335,CR7302,C1058,Kumar M.,kumarm@ecom.in,9.18947E+11,Chennai,"Flat 387, Block C, Chennai",P2715,Shirt,Beauty,DealHub,2,357.92,20.57,47,615.59,Credit Card,Cancelled,08-09-2025,5,,Laptop
R0336,CR1625,C1010,Deepa Iyer,deepaiyer@mail.in,9.19602E+11,Kolkata,"Flat 29, Block B, Kolkata",P3888,Shirt,Clothing,EcomStore,4,6452.2,14.95,96,22046.38,Debit Card,Delivered,09-08-2025,3,FREESHIP,Laptop
R0337,CR7850,C1041,Deepa Iyer,deepaiyer@gmail.com,9.17751E+11,Bangalore,"Flat 381, Block B, Bangalore",P2201,Face Cream,Home Decor,EcomStore,2,4033.72,22.72,46,6280.52,COD,Delivered,06-06-2025,3,FREESHIP,Tablet
R0338,CR5606,C1003,Kumar M.,kumarm@shop.in,9.18076E+11,Kolkata,"Flat 473, Block A, Kolkata",P3980,Lamp,Home Decor,EcomStore,1,2063.92,27.58,99,1593.69,COD,Pending,13-05-2025,2,FESTIVE20,Mobile
R0339,CR2477,C1058,A. Sharma,asharma@mail.in,9.19607E+11,Lucknow,"Flat 327, Block B, Lucknow",P2643,Cookbook,Groceries,DealHub,3,12545.25,17.24,80,31227.35,Net Banking,Pending,11-03-2025,1,NEWUSER10,Mobile
R0340,CR6591,C1011,Kumar Mehta,kumarmehta@mail.in,9.18515E+11,Delhi,"Flat 221, Block D, Delhi",P3845,Face Cream,Clothing,EcomStore,2,5944.37,9.27,26,10812.65,UPI,Cancelled,19-08-2025,2,NEWUSER10,Mobile
R0341,CR7708,C1017,K. Mehta,kmehta@shop.in,9.16654E+11,Noida,"Flat 112, Block C, Noida",P3917,Wireless Headphones,Home Decor,DealHub,4,14361.17,17.48,118,47521.35,COD,Delivered,20-07-2025,,FREESHIP,Mobile
R0342,CR7103,C1027,Deepa Iyer,deepaiyer@shop.in,9.16769E+11,Chennai,"Flat 468, Block D, Chennai",P1607,Yoga Mat,Groceries,EcomStore,2,4777.17,7.92,4,8801.64,COD,Delivered,11-06-2025,5,,Mobile
R0343,CR4853,C1058,S. Iyer,siyer@gmail.com,9.18544E+11,Kolkata,"Flat 207, Block A, Kolkata",P2406,Wireless Headphones,Home Decor,ShopKart,4,2295.85,21.07,87,7335.46,Credit Card,Delivered,13-07-2025,1,FESTIVE20,Tablet
R0344,CR4659,C1035,Amit Sharma,amitsharma@ecom.in,9.16897E+11,Chennai,"Flat 487, Block E, Chennai",P3517,Cookbook,Home Decor,DealHub,1,6408.8,12.91,90,5671.42,Net Banking,Delivered,08-07-2025,5,NEWUSER10,Laptop
R0345,CR5746,C1055,A. Sharma,asharma@gmail.com,9.16539E+11,Bangalore,"Flat 492, Block C, Bangalore",P2118,Lamp,Clothing,MegaMart,1,10424.63,24.67,16,7868.87,COD,Pending,17-08-2025,5,FREESHIP,Laptop
R0346,CR5526,C1060,Amit Sharma,amitsharma@shop.in,9.1836E+11,Chennai,"Flat 134, Block B, Chennai",P2513,Face Cream,Books,DealHub,1,10264.68,20.88,142,8263.41,COD,Cancelled,11-01-2025,1,NEWUSER10,Mobile
R0347,CR1051,C1062,S. Iyer,siyer@mail.in,9.19115E+11,Hyderabad,"Flat 38, Block D, Hyderabad",P3989,Shirt,Home Decor,DealHub,4,13735.85,7.28,125,51068.52,Credit Card,Delivered,27-04-2025,5,NEWUSER10,Mobile
R0348,CR8496,C1048,Amith S.,amiths@gmail.com,9.1769E+11,Pune,"Flat 478, Block D, Pune",P2278,Yoga Mat,Groceries,EcomStore,2,1233.96,21.94,81,2007.46,Net Banking,Delivered,20-09-2025,4,FESTIVE20,Laptop
R0349,CR1319,C1021,K. Mehta,kmehta@ecom.in,9.16034E+11,Lucknow,"Flat 159, Block E, Lucknow",P2978,Cookbook,Books,EcomStore,1,1181.09,14.17,64,1077.73,UPI,Cancelled,26-05-2025,,FESTIVE20,Mobile
R0350,CR1095,C1059,Sanjay I.,sanjayi@ecom.in,9.1751E+11,Bangalore,"Flat 446, Block D, Bangalore",P3457,Wireless Headphones,Home Decor,EcomStore,2,2584.28,29.9,106,3729.16,Net Banking,Delivered,19-03-2025,2,,Laptop
R0351,CR2816,C1003,Amit Sharma,amitsharma@mail.in,9.16018E+11,Lucknow,"Flat 333, Block E, Lucknow",P3179,Cookbook,Electronics,ShopKart,1,6847.39,16,0,5751.81,Net Banking,Pending,11-05-2025,4,FREESHIP,Laptop
R0352,CR6604,C1019,Kumar Mehta,kumarmehta@shop.in,9.17828E+11,Bangalore,"Flat 166, Block E, Bangalore",P1782,Yoga Mat,Groceries,EcomStore,4,3471.97,17.81,54,11468.45,Debit Card,Cancelled,23-07-2025,2,FREESHIP,Mobile
R0353,CR3280,C1009,Sanjay Iyer,sanjayiyer@gmail.com,9.16787E+11,Mumbai,"Flat 353, Block D, Mumbai",P2705,Face Cream,Beauty,MegaMart,3,4538.71,5.15,89,13003.9,UPI,Cancelled,20-08-2025,4,FREESHIP,Mobile
R0354,CR6040,C1023,Sneha P.,snehap@gmail.com,9.19855E+11,Bangalore,"Flat 456, Block A, Bangalore",P1043,Cookbook,Beauty,ShopKart,4,7536.61,12.83,148,26426.65,Debit Card,Cancelled,12-01-2025,4,,Tablet
R0355,CR6633,C1043,D. Kumar,dkumar@gmail.com,9.18097E+11,Chennai,"Flat 111, Block D, Chennai",P1802,Lamp,Groceries,EcomStore,2,11064.29,5.77,51,20902.76,Net Banking,Cancelled,03-05-2025,1,FREESHIP,Tablet
R0356,CR1565,C1011,S. Patel,spatel@mail.in,9.16985E+11,Chennai,"Flat 158, Block D, Chennai",P2182,Face Cream,Beauty,MegaMart,3,12100.82,24.8,76,27375.45,COD,Pending,17-09-2025,5,FREESHIP,Tablet
R0357,CR4164,C1043,Sneha P.,snehap@gmail.com,9.17651E+11,Kolkata,"Flat 117, Block B, Kolkata",P1418,Cookbook,Books,DealHub,2,13458.02,6.44,101,25283.65,Debit Card,Pending,15-04-2025,2,NEWUSER10,Laptop
R0358,CR3377,C1079,A. Sharma,asharma@shop.in,9.18406E+11,Kolkata,"Flat 80, Block C, Kolkata",P2613,Lamp,Beauty,ShopKart,1,10697.85,19.65,6,8601.72,UPI,Cancelled,22-08-2025,,,Tablet
R0359,CR5756,C1009,D. Kumar,dkumar@mail.in,9.17122E+11,Chennai,"Flat 104, Block E, Chennai",P2840,Face Cream,Beauty,ShopKart,2,8485.41,5.21,127,16213.64,Net Banking,Pending,19-05-2025,2,FESTIVE20,Laptop
R0360,CR9906,C1058,S. Patel,spatel@gmail.com,9.16862E+11,Lucknow,"Flat 46, Block D, Lucknow",P1557,Wireless Headphones,Groceries,ShopKart,3,3172.27,16.3,86,8051.57,Debit Card,Cancelled,05-02-2025,3,FESTIVE20,Tablet
R0361,CR8820,C1003,Sanjay I.,sanjayi@shop.in,9.1981E+11,Hyderabad,"Flat 312, Block D, Hyderabad",P1417,Wireless Headphones,Beauty,EcomStore,4,2272.66,13.05,77,7981.31,Credit Card,Cancelled,23-05-2025,4,NEWUSER10,Laptop
R0362,CR9176,C1013,Kumar M.,kumarm@ecom.in,9.18864E+11,Lucknow,"Flat 254, Block A, Lucknow",P3776,Cookbook,Beauty,ShopKart,1,8648.62,18.18,94,7170.3,UPI,Delivered,16-09-2025,1,FESTIVE20,Tablet
R0363,CR3913,C1006,Sneha P.,snehap@gmail.com,9.17174E+11,Lucknow,"Flat 225, Block B, Lucknow",P3283,Shirt,Beauty,ShopKart,3,4852.9,25.25,85,10967.63,COD,Cancelled,01-04-2025,,NEWUSER10,Tablet
R0364,CR6608,C1076,Sneha P.,snehap@gmail.com,9.18089E+11,Chennai,"Flat 409, Block A, Chennai",P3172,Face Cream,Home Decor,ShopKart,3,2964.36,15.64,86,7588.2,Credit Card,Delivered,22-01-2025,,NEWUSER10,Mobile
R0365,CR7639,C1019,Amit Sharma,amitsharma@mail.in,9.17069E+11,Bangalore,"Flat 64, Block E, Bangalore",P2155,Shirt,Beauty,ShopKart,1,11903.44,14.35,57,10252.3,COD,Pending,25-01-2025,2,FESTIVE20,Mobile
R0366,CR9303,C1070,Amith S.,amiths@ecom.in,9.18546E+11,Pune,"Flat 353, Block C, Pune",P3454,Yoga Mat,Books,EcomStore,3,1870.3,18.34,41,4622.86,UPI,Delivered,04-02-2025,,FESTIVE20,Tablet
R0367,CR9945,C1053,Kumar M.,kumarm@mail.in,9.19237E+11,Delhi,"Flat 224, Block E, Delhi",P1789,Yoga Mat,Clothing,DealHub,4,10024.22,17.25,93,33273.17,Net Banking,Pending,08-02-2025,2,,Tablet
R0368,CR6374,C1012,S. Iyer,siyer@mail.in,9.16616E+11,Lucknow,"Flat 487, Block B, Lucknow",P2525,Cookbook,Beauty,EcomStore,3,2150.79,27.16,85,4784.91,UPI,Cancelled,16-02-2025,4,FREESHIP,Tablet
R0369,CR4881,C1022,Sneha P.,snehap@mail.in,9.18252E+11,Lucknow,"Flat 128, Block D, Lucknow",P3705,Cookbook,Groceries,MegaMart,4,13132.56,8,115,48442.82,Net Banking,Delivered,22-07-2025,4,FESTIVE20,Laptop
R0370,CR9621,C1051,Sneha P.,snehap@mail.in,9.16743E+11,Delhi,"Flat 411, Block D, Delhi",P1402,Wireless Headphones,Beauty,EcomStore,2,6086.39,15.7,10,10271.65,Debit Card,Cancelled,23-08-2025,4,NEWUSER10,Mobile
R0371,CR8849,C1046,Diya K.,diyak@shop.in,9.16076E+11,Mumbai,"Flat 21, Block C, Mumbai",P3654,Lamp,Electronics,ShopKart,1,12545.2,24.61,41,9498.83,Net Banking,Delivered,13-04-2025,4,FREESHIP,Mobile
R0372,CR1910,C1050,S. Patel,spatel@gmail.com,9.19218E+11,Delhi,"Flat 379, Block C, Delhi",P2351,Face Cream,Home Decor,ShopKart,4,4209.46,26.39,27,12421.33,UPI,Delivered,20-05-2025,3,NEWUSER10,Laptop
R0373,CR5781,C1073,Kumar Mehta,kumarmehta@mail.in,9.18557E+11,Lucknow,"Flat 115, Block E, Lucknow",P2604,Face Cream,Home Decor,ShopKart,1,12510.02,16.74,9,10424.84,Net Banking,Delivered,27-06-2025,4,FESTIVE20,Tablet
R0374,CR3537,C1067,Sanjay I.,sanjayi@ecom.in,9.17857E+11,Chennai,"Flat 10, Block A, Chennai",P2952,Cookbook,Books,EcomStore,4,9028.44,12.95,34,31471.03,UPI,Pending,22-08-2025,5,,Laptop
R0375,CR8514,C1059,Ravi Kumar,ravikumar@gmail.com,9.17442E+11,Lucknow,"Flat 107, Block D, Lucknow",P3954,Shirt,Books,ShopKart,4,5154.08,22.39,34,16034.33,Net Banking,Delivered,14-02-2025,5,NEWUSER10,Laptop
R0376,CR3179,C1047,Sanjay I.,sanjayi@mail.in,9.1976E+11,Bangalore,"Flat 266, Block A, Bangalore",P2151,Wireless Headphones,Books,DealHub,1,14368.24,12.95,49,12556.55,Debit Card,Delivered,16-07-2025,,NEWUSER10,Mobile
R0377,CR8715,C1032,K. Mehta,kmehta@ecom.in,9.18972E+11,Hyderabad,"Flat 114, Block E, Hyderabad",P3444,Lamp,Clothing,ShopKart,1,6783.12,21.71,68,5378.5,COD,Pending,03-06-2025,4,,Mobile
R0378,CR8119,C1069,A. Sharma,asharma@mail.in,9.16311E+11,Hyderabad,"Flat 408, Block E, Hyderabad",P1234,Face Cream,Books,ShopKart,3,3898.17,20.41,15,9322.66,Debit Card,Delivered,03-02-2025,3,FESTIVE20,Mobile
R0379,CR7361,C1054,Amit Sharma,amitsharma@shop.in,9.1866E+11,Hyderabad,"Flat 56, Block E, Hyderabad",P3490,Face Cream,Electronics,DealHub,3,1062.8,29.96,99,2332.16,Credit Card,Delivered,22-05-2025,3,,Tablet
R0380,CR9075,C1042,Ravi Kumar,ravikumar@shop.in,9.17699E+11,Pune,"Flat 341, Block D, Pune",P2083,Wireless Headphones,Clothing,EcomStore,2,12122.6,24.78,95,18332.24,Net Banking,Cancelled,10-08-2025,5,,Tablet
R0381,CR1949,C1003,S. Iyer,siyer@ecom.in,9.18965E+11,Hyderabad,"Flat 7, Block C, Hyderabad",P2516,Yoga Mat,Clothing,EcomStore,1,14246.86,29.97,86,10063.08,Credit Card,Cancelled,22-08-2025,1,FESTIVE20,Tablet
R0382,CR5908,C1070,Kumar Mehta,kumarmehta@ecom.in,9.18619E+11,Kolkata,"Flat 230, Block D, Kolkata",P2368,Lamp,Electronics,DealHub,1,1077.77,12.63,47,988.65,COD,Delivered,02-03-2025,,FESTIVE20,Laptop
R0383,CR5798,C1077,S. Patel,spatel@mail.in,9.18495E+11,Kolkata,"Flat 427, Block A, Kolkata",P3744,Wireless Headphones,Groceries,ShopKart,4,4585.95,23.14,47,14146.04,Net Banking,Pending,16-06-2025,,FESTIVE20,Laptop
R0384,CR1131,C1067,Kumar Mehta,kumarmehta@ecom.in,9.17523E+11,Pune,"Flat 150, Block C, Pune",P2143,Shirt,Home Decor,DealHub,2,5826.89,26.78,80,8612.9,Credit Card,Cancelled,10-02-2025,2,NEWUSER10,Mobile
R0385,CR6415,C1019,Sneha Patel,snehapatel@gmail.com,9.18621E+11,Chennai,"Flat 208, Block C, Chennai",P2088,Face Cream,Clothing,ShopKart,2,1861.17,12.28,9,3274.24,Credit Card,Delivered,22-03-2025,1,FESTIVE20,Tablet
R0386,CR5862,C1060,Sanjay I.,sanjayi@gmail.com,9.17436E+11,Chennai,"Flat 251, Block B, Chennai",P3613,Lamp,Beauty,ShopKart,1,14261.02,9.49,77,12984.65,Debit Card,Delivered,03-06-2025,5,,Tablet
R0387,CR5316,C1035,D. Kumar,dkumar@mail.in,9.181E+11,Chennai,"Flat 313, Block A, Chennai",P3849,Yoga Mat,Groceries,DealHub,1,3565.22,10.64,32,3217.88,UPI,Cancelled,14-09-2025,1,FREESHIP,Tablet
R0388,CR3206,C1011,Amit Sharma,amitsharma@ecom.in,9.16811E+11,Bangalore,"Flat 475, Block B, Bangalore",P3993,Lamp,Groceries,MegaMart,1,12435.57,7.67,93,11574.76,Debit Card,Delivered,21-02-2025,2,FREESHIP,Mobile
R0389,CR5122,C1067,Deepa Iyer,deepaiyer@shop.in,9.18494E+11,Pune,"Flat 150, Block B, Pune",P3193,Face Cream,Groceries,MegaMart,3,3472.62,11.86,133,9315.3,UPI,Delivered,13-05-2025,2,FESTIVE20,Laptop
R0390,CR7487,C1027,A. Sharma,asharma@gmail.com,9.16182E+11,Lucknow,"Flat 107, Block E, Lucknow",P2032,Shirt,Home Decor,MegaMart,2,7455.29,13.96,78,12907.06,Debit Card,Cancelled,26-04-2025,2,,Mobile
R0391,CR7596,C1002,D. Kumar,dkumar@ecom.in,9.1815E+11,Noida,"Flat 13, Block E, Noida",P1898,Wireless Headphones,Books,MegaMart,4,13108.63,6.19,18,49206.82,COD,Pending,11-02-2025,5,FREESHIP,Laptop
R0392,CR8161,C1066,Sneha P.,snehap@gmail.com,9.16334E+11,Kolkata,"Flat 262, Block B, Kolkata",P1374,Wireless Headphones,Electronics,ShopKart,3,4905.81,18.3,96,12120.14,Net Banking,Pending,24-05-2025,2,FREESHIP,Laptop
R0393,CR1336,C1003,R. Kumar,rkumar@shop.in,9.18757E+11,Pune,"Flat 93, Block C, Pune",P1453,Cookbook,Books,ShopKart,3,2566.72,14.95,119,6667.99,Debit Card,Cancelled,20-07-2025,2,FREESHIP,Tablet
R0394,CR4994,C1013,S. Iyer,siyer@mail.in,9.16417E+11,Bangalore,"Flat 397, Block B, Bangalore",P3772,Yoga Mat,Books,EcomStore,4,7940.13,7.86,0,29264.14,Credit Card,Cancelled,20-05-2025,4,,Tablet
R0395,CR2561,C1005,Kumar Mehta,kumarmehta@shop.in,9.18061E+11,Chennai,"Flat 6, Block E, Chennai",P1306,Shirt,Beauty,ShopKart,3,11936.55,8.32,73,32903.29,Debit Card,Delivered,14-08-2025,5,FESTIVE20,Mobile
R0396,CR6346,C1043,Kumar Mehta,kumarmehta@mail.in,9.17967E+11,Pune,"Flat 324, Block D, Pune",P2195,Face Cream,Home Decor,DealHub,3,10381.85,24.81,126,23544.34,COD,Delivered,12-07-2025,5,FESTIVE20,Laptop
R0397,CR5422,C1030,Ravindra K.,ravindrak@mail.in,9.1963E+11,Kolkata,"Flat 41, Block B, Kolkata",P3378,Wireless Headphones,Groceries,ShopKart,4,4152.66,16.92,112,13912.12,UPI,Pending,21-09-2025,3,,Tablet
R0398,CR9254,C1035,Kumar M.,kumarm@mail.in,9.18045E+11,Hyderabad,"Flat 105, Block D, Hyderabad",P2396,Wireless Headphones,Electronics,ShopKart,1,3942.25,17.94,65,3300.01,COD,Delivered,06-04-2025,4,NEWUSER10,Mobile
R0399,CR5703,C1073,Ravi Kumar,ravikumar@shop.in,9.1713E+11,Hyderabad,"Flat 498, Block C, Hyderabad",P2080,Shirt,Groceries,MegaMart,4,1431.39,12.33,70,5089.6,Net Banking,Delivered,26-03-2025,4,FESTIVE20,Tablet
R0400,CR8540,C1054,Kumar Mehta,kumarmehta@ecom.in,9.1603E+11,Chennai,"Flat 106, Block E, Chennai",P1611,Lamp,Home Decor,ShopKart,4,3825.31,23.24,31,11776.23,UPI,Cancelled,10-04-2025,5,FREESHIP,Mobile
R0401,CR4154,C1037,Kumar M.,kumarm@mail.in,9.18618E+11,Pune,"Flat 485, Block E, Pune",P2528,Face Cream,Electronics,MegaMart,4,14679.22,23.21,36,45124.69,COD,Cancelled,11-08-2025,4,FESTIVE20,Laptop
R0402,CR1079,C1051,R. Kumar,rkumar@mail.in,9.17173E+11,Pune,"Flat 325, Block C, Pune",P1591,Cookbook,Clothing,EcomStore,4,2869.73,18.81,47,9366.74,COD,Pending,18-08-2025,3,,Laptop
R0403,CR8008,C1056,Kumar Mehta,kumarmehta@gmail.com,9.17875E+11,Bangalore,"Flat 250, Block A, Bangalore",P3357,Shirt,Groceries,DealHub,4,5056.58,27.7,77,14700.63,Net Banking,Delivered,16-02-2025,5,NEWUSER10,Mobile
R0404,CR8261,C1025,Ravindra K.,ravindrak@mail.in,9.17645E+11,Noida,"Flat 45, Block E, Noida",P1589,Face Cream,Beauty,ShopKart,4,380.26,21.53,147,1340.56,COD,Pending,18-02-2025,2,NEWUSER10,Tablet
R0405,CR5130,C1033,Sanjay I.,sanjayi@shop.in,9.19773E+11,Delhi,"Flat 411, Block B, Delhi",P1791,Lamp,Beauty,DealHub,1,10789.49,7.74,60,10014.38,COD,Pending,15-02-2025,1,NEWUSER10,Tablet
R0406,CR6278,C1072,Sneha Patel,snehapatel@mail.in,9.19496E+11,Pune,"Flat 380, Block A, Pune",P3000,Lamp,Electronics,MegaMart,1,6082.82,10.43,95,5543.38,Net Banking,Pending,16-05-2025,,FREESHIP,Tablet
R0407,CR3453,C1026,Sneha P.,snehap@gmail.com,9.19032E+11,Pune,"Flat 245, Block E, Pune",P2133,Lamp,Clothing,MegaMart,3,622.1,27.73,71,1419.78,Debit Card,Cancelled,13-09-2025,4,FREESHIP,Tablet
R0408,CR6025,C1016,R. Kumar,rkumar@gmail.com,9.16168E+11,Lucknow,"Flat 43, Block C, Lucknow",P1301,Cookbook,Books,EcomStore,4,9712.64,27.32,76,28312.59,Net Banking,Cancelled,23-05-2025,5,,Laptop
R0409,CR1974,C1023,S. Patel,spatel@gmail.com,9.19931E+11,Bangalore,"Flat 429, Block E, Bangalore",P3937,Lamp,Groceries,MegaMart,4,14747.58,11.85,26,52025.97,UPI,Cancelled,02-01-2025,2,,Mobile
R0410,CR1494,C1051,Sanjay I.,sanjayi@ecom.in,9.16883E+11,Noida,"Flat 283, Block D, Noida",P2120,Yoga Mat,Electronics,ShopKart,1,4177.96,18.31,22,3434.98,Debit Card,Delivered,25-07-2025,,FESTIVE20,Laptop
R0411,CR8195,C1063,Amith S.,amiths@ecom.in,9.17668E+11,Pune,"Flat 443, Block E, Pune",P2447,Shirt,Books,MegaMart,1,10308.67,21.09,106,8240.57,COD,Pending,02-08-2025,,,Laptop
R0412,CR4983,C1015,Amit Sharma,amitsharma@shop.in,9.18383E+11,Kolkata,"Flat 474, Block E, Kolkata",P1135,Cookbook,Beauty,ShopKart,1,1253.1,27.35,26,936.38,Credit Card,Delivered,07-02-2025,5,FESTIVE20,Mobile
R0413,CR7601,C1016,Ravindra K.,ravindrak@gmail.com,9.17242E+11,Delhi,"Flat 322, Block A, Delhi",P1449,Wireless Headphones,Electronics,ShopKart,1,3787.8,9.61,14,3437.79,Debit Card,Cancelled,06-08-2025,2,FREESHIP,Tablet
R0414,CR8529,C1068,Amit Sharma,amitsharma@shop.in,9.17222E+11,Mumbai,"Flat 8, Block D, Mumbai",P3863,Cookbook,Books,DealHub,1,14789.94,21.68,22,11605.48,UPI,Pending,11-03-2025,3,,Tablet
R0415,CR9172,C1064,Amith S.,amiths@mail.in,9.16492E+11,Kolkata,"Flat 157, Block E, Kolkata",P3788,Shirt,Electronics,ShopKart,2,4515.35,12.07,100,8040.69,COD,Delivered,22-08-2025,5,NEWUSER10,Laptop
R0416,CR3433,C1055,Deepa Iyer,deepaiyer@mail.in,9.18011E+11,Hyderabad,"Flat 147, Block A, Hyderabad",P2182,Face Cream,Beauty,MegaMart,1,1668.59,25.98,65,1300.09,Debit Card,Delivered,24-01-2025,5,,Laptop
R0417,CR2351,C1068,S. Iyer,siyer@ecom.in,9.19866E+11,Bangalore,"Flat 453, Block B, Bangalore",P2668,Face Cream,Books,DealHub,2,8847.17,6.21,148,16743.52,Credit Card,Pending,17-07-2025,2,,Mobile
R0418,CR8988,C1055,Sneha P.,snehap@ecom.in,9.18208E+11,Pune,"Flat 102, Block C, Pune",P1791,Wireless Headphones,Groceries,MegaMart,2,4027.05,23.11,81,6273.8,UPI,Cancelled,09-02-2025,1,NEWUSER10,Mobile
R0419,CR7457,C1040,A. Sharma,asharma@ecom.in,9.17261E+11,Kolkata,"Flat 90, Block B, Kolkata",P1192,Face Cream,Beauty,ShopKart,2,10738.54,19.5,29,17318.05,Debit Card,Cancelled,18-09-2025,,FESTIVE20,Tablet
R0420,CR4465,C1056,Sneha Patel,snehapatel@mail.in,9.18409E+11,Noida,"Flat 25, Block C, Noida",P3884,Lamp,Groceries,MegaMart,4,1685.44,20.84,119,5455.78,UPI,Cancelled,08-03-2025,1,NEWUSER10,Laptop
R0421,CR8155,C1073,S. Iyer,siyer@mail.in,9.19289E+11,Mumbai,"Flat 145, Block C, Mumbai",P2545,Lamp,Electronics,EcomStore,1,484.88,25.63,84,444.61,COD,Delivered,05-07-2025,1,NEWUSER10,Laptop
R0422,CR8526,C1037,Amith S.,amiths@gmail.com,9.16275E+11,Lucknow,"Flat 303, Block A, Lucknow",P1174,Shirt,Home Decor,ShopKart,1,4472.26,28.45,35,3234.9,COD,Pending,15-07-2025,4,FREESHIP,Laptop
